event_id,event_title,event_description,event_link,category_ids,category_titles,occurrence_date,occurrence_type,longitude,latitude,year,month,day,region,country,continent
EONET_12305,Wildfire in Sudan 1023210,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12305,wildfires,Wildfires,2024-12-31 19:00:00+00:00,Point,26.20167704572428,7.108130554584191,2024,12,31,Western Bahr al Ghazal,South Sudan,Africa
EONET_12306,Wildfire in Central African Republic 1023222,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12306,wildfires,Wildfires,2024-12-31 19:00:00+00:00,Point,23.54838429397989,8.328229278608866,2024,12,31,Haute-Kotto,Central African Republic,Africa
EONET_12307,Wildfire in Sudan 1023223,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12307,wildfires,Wildfires,2024-12-31 19:00:00+00:00,Point,28.23291241255462,5.9826071809141546,2024,12,31,Western Equatoria,South Sudan,Africa
EONET_12320,Wildfire in Central African Republic 1023227,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12320,wildfires,Wildfires,2024-12-31 19:00:00+00:00,Point,25.25894235538426,7.266378284672815,2024,12,31,Western Bahr al Ghazal,South Sudan,Africa
EONET_12330,Wildfire in Sudan 1023238,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12330,wildfires,Wildfires,2024-12-31 19:00:00+00:00,Point,27.275564416995596,6.715445291087088,2024,12,31,Western Equatoria,South Sudan,Africa
EONET_12331,Wildfire in Sudan 1023244,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12331,wildfires,Wildfires,2024-12-31 19:00:00+00:00,Point,28.63980075781764,5.161423251213588,2024,12,31,Western Equatoria,South Sudan,Africa
EONET_12343,Wildfire in Central African Republic 1023249,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12343,wildfires,Wildfires,2024-12-31 19:00:00+00:00,Point,24.720602259724377,7.539876500960804,2024,12,31,Western Bahr al Ghazal,South Sudan,Africa
EONET_12364,Wildfire in Central African Republic 1023265,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12364,wildfires,Wildfires,2024-12-31 19:00:00+00:00,Point,23.345129131347512,8.804583536249867,2024,12,31,Haute-Kotto,Central African Republic,Africa
EONET_12365,Wildfire in Central African Republic 1023266,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12365,wildfires,Wildfires,2024-12-31 19:00:00+00:00,Point,24.432461879308494,7.035208922425168,2024,12,31,Western Bahr al Ghazal,South Sudan,Africa
EONET_12374,Wildfire in Sudan 1023275,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12374,wildfires,Wildfires,2024-12-31 19:00:00+00:00,Point,32.82646701499584,9.636456734238909,2024,12,31,Upper Nile,South Sudan,Africa
EONET_12375,Wildfire in Nigeria 1023276,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12375,wildfires,Wildfires,2024-12-31 19:00:00+00:00,Point,10.556407306837032,9.019905871814055,2024,12,31,Taraba,Nigeria,Africa
EONET_12431,"Yasur Volcano, Vanuatu",,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12431,volcanoes,Volcanoes,2024-12-31 00:00:00+00:00,Point,169.447,-19.532,2024,12,31,Tafea,Vanuatu,Oceania
EONET_12290,Wildfire in Sudan 1023202,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12290,wildfires,Wildfires,2024-12-30 19:00:00+00:00,Point,24.330016349942017,8.374277877520441,2024,12,30,Western Bahr al Ghazal,South Sudan,Africa
EONET_12308,Wildfire in Sudan 1023212,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12308,wildfires,Wildfires,2024-12-30 19:00:00+00:00,Point,34.23122225076278,6.7273560490286295,2024,12,30,"Southern Nations, Nationalities, and People's Region",Ethiopia,Africa
EONET_12321,Wildfire in Sudan 1023228,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12321,wildfires,Wildfires,2024-12-30 19:00:00+00:00,Point,27.026129872183947,6.465793080806328,2024,12,30,Western Equatoria,South Sudan,Africa
EONET_12322,"Wildfire in Central African Republic, Sudan 1023229",,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12322,wildfires,Wildfires,2024-12-30 19:00:00+00:00,Point,24.89152014275517,8.121046275394463,2024,12,30,Western Bahr al Ghazal,South Sudan,Africa
EONET_12323,Wildfire in Sudan 1023234,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12323,wildfires,Wildfires,2024-12-30 19:00:00+00:00,Point,25.787079105825043,7.899065703811093,2024,12,30,Western Bahr al Ghazal,South Sudan,Africa
EONET_12332,Wildfire in Central African Republic 1023240,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12332,wildfires,Wildfires,2024-12-30 19:00:00+00:00,Point,24.17598543282239,8.17001793731142,2024,12,30,Western Bahr al Ghazal,South Sudan,Africa
EONET_12333,Wildfire in Sudan 1023239,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12333,wildfires,Wildfires,2024-12-30 19:00:00+00:00,Point,28.39455601125998,6.010655029311915,2024,12,30,Western Equatoria,South Sudan,Africa
EONET_12344,Wildfire in Sudan 1023252,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12344,wildfires,Wildfires,2024-12-30 19:00:00+00:00,Point,26.34065666366354,7.387414121325905,2024,12,30,Western Bahr al Ghazal,South Sudan,Africa
EONET_12243,Wildfire in Australia 1023173,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12243,wildfires,Wildfires,2024-12-29 19:00:00+00:00,Point,133.14704800621266,-17.726733463210202,2024,12,29,Northern Territory,Australia,Oceania
EONET_12244,Wildfire in Sudan 1023165,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12244,wildfires,Wildfires,2024-12-29 19:00:00+00:00,Point,28.243029948199272,5.76598484550449,2024,12,29,Western Equatoria,South Sudan,Africa
EONET_12264,Wildfire in Australia 1023185,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12264,wildfires,Wildfires,2024-12-29 19:00:00+00:00,Point,132.21859673766923,-17.06398922433114,2024,12,29,Northern Territory,Australia,Oceania
EONET_12280,Wildfire in Sudan 1023191,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12280,wildfires,Wildfires,2024-12-29 19:00:00+00:00,Point,27.14630100043045,6.510223056647439,2024,12,29,Western Equatoria,South Sudan,Africa
EONET_12324,Wildfire in Sudan 1023230,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12324,wildfires,Wildfires,2024-12-29 19:00:00+00:00,Point,27.090493266571126,6.292370024590595,2024,12,29,Western Equatoria,South Sudan,Africa
EONET_12325,Wildfire in Sudan 1023231,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12325,wildfires,Wildfires,2024-12-29 19:00:00+00:00,Point,28.657574587618303,5.493649613768618,2024,12,29,Western Equatoria,South Sudan,Africa
EONET_12334,Wildfire in Nigeria 1023243,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12334,wildfires,Wildfires,2024-12-29 19:00:00+00:00,Point,5.829897146163884,10.445773245470278,2024,12,29,Niger,Nigeria,Africa
EONET_12345,Wildfire in Central African Republic 1023250,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12345,wildfires,Wildfires,2024-12-29 19:00:00+00:00,Point,24.359244918800016,8.145142021584281,2024,12,29,Western Bahr al Ghazal,South Sudan,Africa
EONET_12245,Wildfire in Sudan 1023154,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12245,wildfires,Wildfires,2024-12-28 19:00:00+00:00,Point,27.56431958608968,6.734463068611611,2024,12,28,Western Bahr al Ghazal,South Sudan,Africa
EONET_12246,Wildfire in Central African Republic 1023166,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12246,wildfires,Wildfires,2024-12-28 19:00:00+00:00,Point,23.986243037059587,8.242940241935587,2024,12,28,Haute-Kotto,Central African Republic,Africa
EONET_12247,"Wildfire in Central African Republic, Sudan 1023167",,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12247,wildfires,Wildfires,2024-12-28 19:00:00+00:00,Point,25.16716092009261,7.474565902609471,2024,12,28,Western Bahr al Ghazal,South Sudan,Africa
EONET_12248,Wildfire in Central African Republic 1023163,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12248,wildfires,Wildfires,2024-12-28 19:00:00+00:00,Point,23.879051112068097,8.103531536277943,2024,12,28,Haute-Kotto,Central African Republic,Africa
EONET_12265,Wildfire in Australia 1023187,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12265,wildfires,Wildfires,2024-12-28 19:00:00+00:00,Point,135.30977008759658,-17.25107698706078,2024,12,28,Northern Territory,Australia,Oceania
EONET_12266,Wildfire in Senegal 1023183,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12266,wildfires,Wildfires,2024-12-28 19:00:00+00:00,Point,-12.750769932772975,13.21831060433692,2024,12,28,Boke,Guinea,Africa
EONET_12267,Wildfire in Central African Republic 1023186,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12267,wildfires,Wildfires,2024-12-28 19:00:00+00:00,Point,22.20722639459965,8.803820061048462,2024,12,28,Haute-Kotto,Central African Republic,Africa
EONET_12268,Wildfire in Sudan 1023175,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12268,wildfires,Wildfires,2024-12-28 19:00:00+00:00,Point,24.28912935494622,8.510301301586463,2024,12,28,Western Bahr al Ghazal,South Sudan,Africa
EONET_12281,Wildfire in Chad 1023196,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12281,wildfires,Wildfires,2024-12-28 19:00:00+00:00,Point,19.436361210695747,10.904065572091588,2024,12,28,Salamat,Chad,Africa
EONET_12282,"Wildfire in Central African Republic, Sudan 1023192",,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12282,wildfires,Wildfires,2024-12-28 19:00:00+00:00,Point,24.670174324444023,8.14617076379209,2024,12,28,Western Bahr al Ghazal,South Sudan,Africa
EONET_12291,Wildfire in Central African Republic 1023203,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12291,wildfires,Wildfires,2024-12-28 19:00:00+00:00,Point,23.86432821739193,7.748692625272149,2024,12,28,Haute-Kotto,Central African Republic,Africa
EONET_12292,Wildfire in Australia 1023207,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12292,wildfires,Wildfires,2024-12-28 19:00:00+00:00,Point,132.31626558957635,-20.30091561235889,2024,12,28,Northern Territory,Australia,Oceania
EONET_12309,Wildfire in Sudan 1023224,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12309,wildfires,Wildfires,2024-12-28 19:00:00+00:00,Point,26.485782308663456,6.858677543263291,2024,12,28,Haut-Mbomou,Central African Republic,Africa
EONET_12310,Wildfire in Australia 1023220,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12310,wildfires,Wildfires,2024-12-28 19:00:00+00:00,Point,144.12163105672698,-20.13989157541881,2024,12,28,Queensland,Australia,Oceania
EONET_12311,Wildfire in Australia 1023213,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12311,wildfires,Wildfires,2024-12-28 19:00:00+00:00,Point,135.35111581184833,-19.652437610671935,2024,12,28,Northern Territory,Australia,Oceania
EONET_12366,Wildfire in Sudan 1023267,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12366,wildfires,Wildfires,2024-12-28 19:00:00+00:00,Point,27.8191907345819,5.548516889793419,2024,12,28,Western Equatoria,South Sudan,Africa
EONET_12236,Wildfire in Senegal 1023149,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12236,wildfires,Wildfires,2024-12-27 19:00:00+00:00,Point,-12.992992174680737,13.119811868550205,2024,12,27,Boke,Guinea,Africa
EONET_12237,Wildfire in Sudan 1023150,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12237,wildfires,Wildfires,2024-12-27 19:00:00+00:00,Point,25.720513181555557,7.560869577734518,2024,12,27,Western Bahr al Ghazal,South Sudan,Africa
EONET_12249,"Wildfire in Central African Republic, Sudan 1023168",,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12249,wildfires,Wildfires,2024-12-27 19:00:00+00:00,Point,23.57150501859612,8.93168974718822,2024,12,27,Haute-Kotto,Central African Republic,Africa
EONET_12250,Wildfire in Central African Republic 1023169,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12250,wildfires,Wildfires,2024-12-27 19:00:00+00:00,Point,23.504470864279615,8.629271989415493,2024,12,27,Haute-Kotto,Central African Republic,Africa
EONET_12251,"Wildfire in Sudan, Central African Republic 1023170",,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12251,wildfires,Wildfires,2024-12-27 19:00:00+00:00,Point,26.400942609511336,6.547949349626037,2024,12,27,Haut-Mbomou,Central African Republic,Africa
EONET_12252,Wildfire in Sudan 1023171,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12252,wildfires,Wildfires,2024-12-27 19:00:00+00:00,Point,27.558520882581565,6.689468337688547,2024,12,27,Western Equatoria,South Sudan,Africa
EONET_12253,Wildfire in Central African Republic 1023174,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12253,wildfires,Wildfires,2024-12-27 19:00:00+00:00,Point,24.93377710957316,7.646743643824021,2024,12,27,Western Bahr al Ghazal,South Sudan,Africa
EONET_12269,Wildfire in Central African Republic 1023176,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12269,wildfires,Wildfires,2024-12-27 19:00:00+00:00,Point,24.622956593525625,7.599629854515654,2024,12,27,Western Bahr al Ghazal,South Sudan,Africa
EONET_12270,Wildfire in Central African Republic 1023177,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12270,wildfires,Wildfires,2024-12-27 19:00:00+00:00,Point,23.78254629289589,8.06330808171338,2024,12,27,Haute-Kotto,Central African Republic,Africa
EONET_12271,Wildfire in Central African Republic 1023178,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12271,wildfires,Wildfires,2024-12-27 19:00:00+00:00,Point,23.97839535921044,8.237630868150829,2024,12,27,Haute-Kotto,Central African Republic,Africa
EONET_12272,Wildfire in Central African Republic 1023179,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12272,wildfires,Wildfires,2024-12-27 19:00:00+00:00,Point,23.86357837457175,8.129756506247471,2024,12,27,Haute-Kotto,Central African Republic,Africa
EONET_12283,Wildfire in Sudan 1023193,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12283,wildfires,Wildfires,2024-12-27 19:00:00+00:00,Point,28.156225273652712,6.109092952157781,2024,12,27,Western Equatoria,South Sudan,Africa
EONET_12284,Wildfire in Central African Republic 1023198,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12284,wildfires,Wildfires,2024-12-27 19:00:00+00:00,Point,23.412842125647995,8.151080191066356,2024,12,27,Haute-Kotto,Central African Republic,Africa
EONET_12293,Wildfire in Ghana 1023200,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12293,wildfires,Wildfires,2024-12-27 19:00:00+00:00,Point,-1.1347593284638946,10.04018296591252,2024,12,27,Northern,Ghana,Africa
EONET_12294,Wildfire in Central African Republic 1023204,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12294,wildfires,Wildfires,2024-12-27 19:00:00+00:00,Point,24.662069294403462,7.1086760671747165,2024,12,27,Western Bahr al Ghazal,South Sudan,Africa
EONET_12295,Wildfire in Central African Republic 1023205,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12295,wildfires,Wildfires,2024-12-27 19:00:00+00:00,Point,23.76733229180104,8.208512372088983,2024,12,27,Haute-Kotto,Central African Republic,Africa
EONET_12312,Wildfire in Central African Republic 1023211,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12312,wildfires,Wildfires,2024-12-27 19:00:00+00:00,Point,23.440408208448083,8.696436566740989,2024,12,27,Haute-Kotto,Central African Republic,Africa
EONET_12313,Wildfire in Central African Republic 1023219,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12313,wildfires,Wildfires,2024-12-27 19:00:00+00:00,Point,23.761056770447674,7.510097387588692,2024,12,27,Haute-Kotto,Central African Republic,Africa
EONET_12335,Wildfire in Sudan 1023241,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12335,wildfires,Wildfires,2024-12-27 19:00:00+00:00,Point,23.72777515054142,8.97897606456161,2024,12,27,Haute-Kotto,Central African Republic,Africa
EONET_12238,Wildfire in Australia 1023151,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12238,wildfires,Wildfires,2024-12-26 19:00:00+00:00,Point,139.5608362749088,-19.96860890677908,2024,12,26,Queensland,Australia,Oceania
EONET_12254,Wildfire in Ghana 1023164,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12254,wildfires,Wildfires,2024-12-26 19:00:00+00:00,Point,-0.3604746601194578,7.195006799160246,2024,12,26,,Ghana,Africa
EONET_12273,Wildfire in Sudan 1023182,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12273,wildfires,Wildfires,2024-12-26 19:00:00+00:00,Point,28.722049883211167,6.569177788788793,2024,12,26,Warrap,South Sudan,Africa
EONET_12274,Wildfire in South Africa 1023184,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12274,wildfires,Wildfires,2024-12-26 19:00:00+00:00,Point,22.257301000497232,-33.34002923002207,2024,12,26,Western Cape,South Africa,Africa
EONET_12275,Wildfire in Australia 1023188,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12275,wildfires,Wildfires,2024-12-26 19:00:00+00:00,Point,138.2385903514906,-18.681559457608017,2024,12,26,Queensland,Australia,Oceania
EONET_12276,Wildfire in Central African Republic 1023180,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12276,wildfires,Wildfires,2024-12-26 19:00:00+00:00,Point,23.786380694334504,8.438761940963216,2024,12,26,Haute-Kotto,Central African Republic,Africa
EONET_12277,Wildfire in Sudan 1023181,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12277,wildfires,Wildfires,2024-12-26 19:00:00+00:00,Point,26.71447230443949,6.607790956857743,2024,12,26,Haut-Mbomou,Central African Republic,Africa
EONET_12285,Wildfire in Sudan 1023199,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12285,wildfires,Wildfires,2024-12-26 19:00:00+00:00,Point,27.892779507728637,5.902791592719028,2024,12,26,Western Equatoria,South Sudan,Africa
EONET_12286,Wildfire in Sudan 1023194,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12286,wildfires,Wildfires,2024-12-26 19:00:00+00:00,Point,26.780350626723607,6.889039832041436,2024,12,26,Western Equatoria,South Sudan,Africa
EONET_12296,Wildfire in Sudan 1023201,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12296,wildfires,Wildfires,2024-12-26 19:00:00+00:00,Point,28.95684115549879,5.84345069172117,2024,12,26,Western Equatoria,South Sudan,Africa
EONET_12297,Wildfire in Sudan 1023206,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12297,wildfires,Wildfires,2024-12-26 19:00:00+00:00,Point,24.522016644912263,8.648603871350426,2024,12,26,Western Bahr al Ghazal,South Sudan,Africa
EONET_12336,Wildfire in Sudan 1023242,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12336,wildfires,Wildfires,2024-12-26 19:00:00+00:00,Point,26.671307514877125,6.308960834748664,2024,12,26,Haut-Mbomou,Central African Republic,Africa
EONET_12255,"Wildfire in Central African Republic, Sudan 1023155",,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12255,wildfires,Wildfires,2024-12-25 19:00:00+00:00,Point,24.065838915888023,8.41146391521609,2024,12,25,Western Bahr al Ghazal,South Sudan,Africa
EONET_12256,Wildfire in Central African Republic 1023172,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12256,wildfires,Wildfires,2024-12-25 19:00:00+00:00,Point,24.930584770818943,7.907935485235593,2024,12,25,Western Bahr al Ghazal,South Sudan,Africa
EONET_12278,Wildfire in Australia 1023190,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12278,wildfires,Wildfires,2024-12-25 19:00:00+00:00,Point,139.47646895777228,-20.06234842672937,2024,12,25,Queensland,Australia,Oceania
EONET_12287,Wildfire in Ghana 1023197,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12287,wildfires,Wildfires,2024-12-25 19:00:00+00:00,Point,-1.7678305853207863,10.676440358772018,2024,12,25,Centre-Ouest,Burkina Faso,Africa
EONET_12298,Wildfire in Central African Republic 1023208,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12298,wildfires,Wildfires,2024-12-25 19:00:00+00:00,Point,23.455012721342857,7.160662169295666,2024,12,25,Haute-Kotto,Central African Republic,Africa
EONET_12228,Wildfire in Sudan 1023140,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12228,wildfires,Wildfires,2024-12-24 19:00:00+00:00,Point,33.31830135195603,5.960643929205326,2024,12,24,Eastern Equatoria,South Sudan,Africa
EONET_12229,Wildfire in Australia 1023145,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12229,wildfires,Wildfires,2024-12-24 19:00:00+00:00,Point,143.72523774771264,-20.040331468586977,2024,12,24,Queensland,Australia,Oceania
EONET_12239,Wildfire in Australia 1023147,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12239,wildfires,Wildfires,2024-12-24 19:00:00+00:00,Point,139.23801061055505,-19.08812664966159,2024,12,24,Queensland,Australia,Oceania
EONET_12240,Wildfire in Sudan 1023148,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12240,wildfires,Wildfires,2024-12-24 19:00:00+00:00,Point,25.165886459683723,7.998438598310289,2024,12,24,Western Bahr al Ghazal,South Sudan,Africa
EONET_12257,Wildfire in Sudan 1023156,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12257,wildfires,Wildfires,2024-12-24 19:00:00+00:00,Point,26.86769016783881,7.304052627950877,2024,12,24,Western Bahr al Ghazal,South Sudan,Africa
EONET_12258,Wildfire in Sudan 1023157,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12258,wildfires,Wildfires,2024-12-24 19:00:00+00:00,Point,28.758573686998712,6.03307996712853,2024,12,24,Lakes,South Sudan,Africa
EONET_12259,Wildfire in Senegal 1023161,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12259,wildfires,Wildfires,2024-12-24 19:00:00+00:00,Point,-13.22090340811671,12.928030726983147,2024,12,24,Boke,Guinea,Africa
EONET_12203,Wildfire in Sudan 1023118,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12203,wildfires,Wildfires,2024-12-23 19:00:00+00:00,Point,33.240269573637335,6.060168006483732,2024,12,23,Eastern Equatoria,South Sudan,Africa
EONET_12204,Wildfire in Australia 1023130,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12204,wildfires,Wildfires,2024-12-23 19:00:00+00:00,Point,146.22937318531575,-23.24685599582275,2024,12,23,Queensland,Australia,Oceania
EONET_12205,Wildfire in Australia 1023117,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12205,wildfires,Wildfires,2024-12-23 19:00:00+00:00,Point,138.7319185515361,-19.883834863665182,2024,12,23,Queensland,Australia,Oceania
EONET_12206,Wildfire in Australia 1023125,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12206,wildfires,Wildfires,2024-12-23 19:00:00+00:00,Point,134.3682704125999,-17.732976374049688,2024,12,23,Northern Territory,Australia,Oceania
EONET_12220,Wildfire in Australia 1023138,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12220,wildfires,Wildfires,2024-12-23 19:00:00+00:00,Point,140.0207255986671,-20.42613870887447,2024,12,23,Queensland,Australia,Oceania
EONET_12230,Wildfire in Australia 1023146,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12230,wildfires,Wildfires,2024-12-23 19:00:00+00:00,Point,120.64403253748308,-30.616429900612538,2024,12,23,Western Australia,Australia,Oceania
EONET_12231,Wildfire in Sudan 1023141,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12231,wildfires,Wildfires,2024-12-23 19:00:00+00:00,Point,31.862204905244752,6.851591531000284,2024,12,23,Jonglei,South Sudan,Africa
EONET_12241,Wildfire in Australia 1023152,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12241,wildfires,Wildfires,2024-12-23 19:00:00+00:00,Point,145.49242110166543,-21.652017104608205,2024,12,23,Queensland,Australia,Oceania
EONET_12242,Wildfire in Australia 1023153,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12242,wildfires,Wildfires,2024-12-23 19:00:00+00:00,Point,141.6229536369306,-19.269656671018662,2024,12,23,Queensland,Australia,Oceania
EONET_12260,Wildfire in Sudan 1023158,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12260,wildfires,Wildfires,2024-12-23 19:00:00+00:00,Point,27.916501493900785,6.016896577836094,2024,12,23,Western Equatoria,South Sudan,Africa
EONET_12219,"Landville #2 Wildfire, Logan, West Virginia",Outside town of Landville,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12219,wildfires,Wildfires,2024-12-23 15:23:00+00:00,Point,-81.863359,37.715412,2024,12,23,West Virginia,United States,North America
EONET_12367,"Kilauea Volcano, Hawaii",,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12367,volcanoes,Volcanoes,2024-12-23 00:00:00+00:00,Point,-155.287,19.421,2024,12,23,Hawaii,United States,North America
EONET_12207,Wildfire in Central African Republic 1023126,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12207,wildfires,Wildfires,2024-12-22 19:00:00+00:00,Point,24.829211857916736,7.196690786437291,2024,12,22,Western Bahr al Ghazal,South Sudan,Africa
EONET_12221,Wildfire in Central African Republic 1023139,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12221,wildfires,Wildfires,2024-12-22 19:00:00+00:00,Point,24.743068123643862,7.036564030571083,2024,12,22,Western Bahr al Ghazal,South Sudan,Africa
EONET_12222,Wildfire in Sudan 1023132,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12222,wildfires,Wildfires,2024-12-22 19:00:00+00:00,Point,26.853612988715835,6.8067294949666515,2024,12,22,Western Equatoria,South Sudan,Africa
EONET_12232,Wildfire in Sudan 1023142,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12232,wildfires,Wildfires,2024-12-22 19:00:00+00:00,Point,32.230527128580206,9.166606847356444,2024,12,22,Upper Nile,South Sudan,Africa
EONET_12233,Wildfire in Sudan 1023143,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12233,wildfires,Wildfires,2024-12-22 19:00:00+00:00,Point,29.075709532062124,5.935681496147373,2024,12,22,Lakes,South Sudan,Africa
EONET_12234,Wildfire in Nigeria 1023144,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12234,wildfires,Wildfires,2024-12-22 19:00:00+00:00,Point,5.197697717332322,11.748182304578076,2024,12,22,Kebbi,Nigeria,Africa
EONET_12261,Wildfire in Central African Republic 1023159,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12261,wildfires,Wildfires,2024-12-22 19:00:00+00:00,Point,26.139944295213834,6.508332043399119,2024,12,22,Haut-Mbomou,Central African Republic,Africa
EONET_12262,Wildfire in Sudan 1023160,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12262,wildfires,Wildfires,2024-12-22 19:00:00+00:00,Point,26.368482527441618,7.968555698168621,2024,12,22,Western Bahr al Ghazal,South Sudan,Africa
EONET_12263,Wildfire in Nigeria 1023162,,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_12263,wildfires,Wildfires,2024-12-22 19:00:00+00:00,Point,5.71129068431093,10.351029112492064,2024,12,22,Niger,Nigeria,Africa
